"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Straight Leg Deadlift",,"",1,"warmup",100,2,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Straight Leg Deadlift",,"",2,"normal",110,6,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Straight Leg Deadlift",,"",3,"failure",115,3,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Hip Thrust (Machine)",,"",0,"warmup",20,5,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Hip Thrust (Machine)",,"",1,"warmup",40,5,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Hip Thrust (Machine)",,"",2,"normal",60,6,,,
"Leg day - quarta-feira","3 Jan 2024, 18:28","3 Jan 2024, 20:31","Treino não tão bom, provavelmente pq dormi 6 horas e não tomei cafeína (treinei dps das 17h)","Hip Thrust (Machine)",,"",3,"failure",70,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Assisted)",,"",0,"warmup",35,15,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",0,"warmup",10,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",1,"warmup",15,2,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",2,"warmup",20,2,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",3,"normal",25,5,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",4,"normal",25,5,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Pull Up (Weighted)",,"",5,"failure",30,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",0,"warmup",60,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",1,"warmup",80,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",2,"warmup",90,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",3,"normal",100,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",4,"normal",110,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Iso-Lateral Row (Machine)",,"",5,"failure",120,9,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",44,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Chest Supported Incline Row (Dumbbell)",,"",1,"warmup",52,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Chest Supported Incline Row (Dumbbell)",,"",2,"warmup",54,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",60,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Chest Supported Incline Row (Dumbbell)",,"",4,"failure",64,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Rear Delt Reverse Fly (Cable)",,"",0,"warmup",10,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Rear Delt Reverse Fly (Cable)",,"",1,"warmup",16,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Rear Delt Reverse Fly (Cable)",,"",2,"normal",20,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Rear Delt Reverse Fly (Cable)",,"",3,"normal",20,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Rear Delt Reverse Fly (Cable)",,"",4,"normal",22.5,5,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Cross Body Hammer Curl",,"",0,"warmup",32,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Cross Body Hammer Curl",,"",1,"warmup",36,2,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Cross Body Hammer Curl",,"",2,"normal",40,4,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Cross Body Hammer Curl",,"",3,"failure",44,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Bicep Curl (Barbell)",,"",0,"warmup",30,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Bicep Curl (Barbell)",,"",1,"warmup",35,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Bicep Curl (Barbell)",,"",2,"normal",40,6,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Bicep Curl (Barbell)",,"",3,"failure",45,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",0,"warmup",60,15,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",1,"warmup",90,5,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",2,"warmup",110,3,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",3,"normal",120,10,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",4,"normal",120,10,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Calf Extension (Machine)",,"",5,"failure",135,9,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Crunch (Machine)",,"",0,"warmup",20,7,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Crunch (Machine)",,"",1,"failure",30,11,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Crunch (Machine)",,"",2,"failure",30,10,,,
"Pull day - segunda-feira","2 Jan 2024, 17:41","2 Jan 2024, 20:01","Treino de segunda na terça pq nas últimas 2 segundas-feiras a academia não abriu (fim de ano)","Crunch (Machine)",,"",3,"failure",30,7,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",0,"warmup",80,15,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",1,"warmup",120,3,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",2,"warmup",140,2,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",3,"normal",150,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",4,"normal",150,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Deadlift (Barbell)",,"",5,"normal",162.5,5,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Seated Leg Curl (Machine)",,"",0,"warmup",45,3,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Seated Leg Curl (Machine)",,"",1,"warmup",50,3,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Seated Leg Curl (Machine)",,"",2,"normal",55,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Seated Leg Curl (Machine)",,"",3,"normal",55,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Seated Leg Curl (Machine)",,"",4,"failure",60,5,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Leg Extension (Machine)",,"",0,"warmup",80,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Leg Extension (Machine)",,"",1,"warmup",90,3,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Leg Extension (Machine)",,"",2,"normal",100,8,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Leg Extension (Machine)",,"",3,"normal",110,8,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Leg Extension (Machine)",,"",4,"failure",115,9,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Lying Leg Curl (Machine)",,"",0,"warmup",30,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Lying Leg Curl (Machine)",,"",1,"warmup",40,2,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Lying Leg Curl (Machine)",,"",2,"normal",45,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Lying Leg Curl (Machine)",,"",3,"failure",50,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Hip Abduction (Machine)",,"",0,"warmup",65,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Hip Abduction (Machine)",,"",1,"warmup",80,2,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Hip Abduction (Machine)",,"",2,"normal",92.5,6,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Hip Abduction (Machine)",,"",3,"normal",95,5,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",0,"warmup",90,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",1,"warmup",100,4,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",2,"normal",120,10,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",3,"normal",120,10,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",4,"normal",120,10,,,
"Legs sábado","30 Dec 2023, 14:44","30 Dec 2023, 16:49","","Calf Extension (Machine)",,"",5,"failure",130,10,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Skullcrusher (Barbell)",,"",0,"warmup",15,15,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Skullcrusher (Barbell)",,"",1,"warmup",25,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Skullcrusher (Barbell)",,"",2,"warmup",35,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Skullcrusher (Barbell)",,"",3,"normal",39,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Skullcrusher (Barbell)",,"",4,"failure",45,5,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Barbell)",,"",0,"warmup",31,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Barbell)",,"",1,"warmup",35,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Barbell)",,"",2,"normal",41,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Barbell)",,"",3,"failure",47,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Triceps Pushdown",0,"",0,"warmup",40,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Triceps Pushdown",0,"",1,"warmup",45,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Triceps Pushdown",0,"",2,"normal",55,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Triceps Pushdown",0,"",3,"failure",60,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Dumbbell)",0,"",0,"warmup",36,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Dumbbell)",0,"",1,"warmup",40,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Dumbbell)",0,"",2,"normal",36,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bicep Curl (Dumbbell)",0,"",3,"failure",48,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bent Over Row (Barbell)",,"",0,"warmup",70,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bent Over Row (Barbell)",,"",1,"warmup",80,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bent Over Row (Barbell)",,"",2,"normal",90,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Bent Over Row (Barbell)",,"",3,"failure",100,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Iso-Lateral Chest Press (Machine)",,"",0,"warmup",80,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Iso-Lateral Chest Press (Machine)",,"",1,"warmup",100,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",120,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Iso-Lateral Chest Press (Machine)",,"",3,"failure",140,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Cable Row",,"",0,"warmup",50,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Cable Row",,"",1,"warmup",60,2,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Cable Row",,"",2,"normal",70,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Cable Row",,"",3,"normal",75,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Front Raise (Cable)",,"",0,"warmup",20,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Front Raise (Cable)",,"",1,"normal",27,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Front Raise (Cable)",,"",2,"normal",27,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Front Raise (Cable)",,"",3,"failure",30,3,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",10,4,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,6,,,
"Treino uper - sexta","29 Dec 2023, 17:00","29 Dec 2023, 19:43","","Single Arm Lateral Raise (Cable)",,"",2,"failure",17,5,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Squat (Barbell)",,"",0,"warmup",60,15,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Squat (Barbell)",,"",1,"warmup",100,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Squat (Barbell)",,"",3,"normal",105,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Squat (Barbell)",,"",4,"failure",115,7,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Bulgarian Split Squat",,"",0,"warmup",32,4,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Bulgarian Split Squat",,"",1,"warmup",48,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Bulgarian Split Squat",,"",2,"normal",56,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Bulgarian Split Squat",,"",3,"normal",56,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Bulgarian Split Squat",,"",4,"failure",60,5,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Leg Extension (Machine)",,"",0,"warmup",80,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Leg Extension (Machine)",,"",1,"warmup",95,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Leg Extension (Machine)",,"",2,"warmup",105,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Leg Extension (Machine)",,"",3,"normal",115,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Leg Extension (Machine)",,"",4,"failure",120,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Straight Leg Deadlift",,"",0,"warmup",80,5,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Straight Leg Deadlift",,"",1,"warmup",90,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Straight Leg Deadlift",,"",2,"normal",100,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Straight Leg Deadlift",,"",3,"normal",105,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Straight Leg Deadlift",,"",4,"normal",115,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Hip Thrust (Machine)",,"",0,"warmup",50,5,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Hip Thrust (Machine)",,"",1,"warmup",70,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Hip Thrust (Machine)",,"",2,"normal",80,6,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Hip Thrust (Machine)",,"",3,"failure",90,2,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",0,"warmup",90,4,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",1,"warmup",100,3,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",2,"normal",110,10,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",3,"normal",110,10,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",4,"normal",110,10,,,
"Leg day - quarta-feira","27 Dec 2023, 17:40","27 Dec 2023, 20:21","","Calf Extension (Machine)",,"",5,"normal",120,11,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",0,"warmup",80,15,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",1,"warmup",120,3,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",2,"warmup",130,2,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",3,"warmup",140,2,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",4,"normal",150,6,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",5,"normal",150,6,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Deadlift (Barbell)",,"",6,"normal",160,6,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Seated Leg Curl (Machine)",,"",0,"warmup",40,4,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Seated Leg Curl (Machine)",,"",1,"warmup",50,3,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Seated Leg Curl (Machine)",,"",2,"failure",55,8,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Seated Leg Curl (Machine)",,"",3,"normal",60,8,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Seated Leg Curl (Machine)",,"",4,"normal",65,7,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Leg Extension (Machine)",,"",0,"warmup",75,4,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Leg Extension (Machine)",,"",1,"normal",80,12,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Leg Extension (Machine)",,"",2,"normal",85,12,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Leg Extension (Machine)",,"",3,"failure",95,11,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Lying Leg Curl (Machine)",,"",0,"warmup",20,5,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Lying Leg Curl (Machine)",,"",1,"normal",30,10,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Lying Leg Curl (Machine)",,"",2,"normal",35,10,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Lying Leg Curl (Machine)",,"",3,"failure",45,6,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Hip Abduction (Machine)",,"",0,"warmup",70,3,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Hip Abduction (Machine)",,"",1,"warmup",80,2,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Hip Abduction (Machine)",,"",2,"normal",85,8,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Hip Abduction (Machine)",,"",3,"normal",90,6,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Calf Extension (Machine)",,"",0,"warmup",90,4,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Calf Extension (Machine)",,"",1,"warmup",100,3,,,
"Legs sábado","23 Dec 2023, 13:57","23 Dec 2023, 15:49","","Calf Extension (Machine)",,"",2,"normal",110,10,,,
