"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs sábado","19 Apr 2025, 13:53","19 Apr 2025, 15:35","","Leg Extension (Machine)",,"",1,"normal",97.5,9,,,
"Legs sábado","19 Apr 2025, 13:53","19 Apr 2025, 15:35","","Leg Extension (Machine)",,"",2,"failure",100,8,,,
"Legs sábado","19 Apr 2025, 13:53","19 Apr 2025, 15:35","","Seated Calf Raise",,"",0,"normal",71.25,11,,,
"Legs sábado","19 Apr 2025, 13:53","19 Apr 2025, 15:35","","Seated Calf Raise",,"",1,"normal",71.25,11,,,
"Legs sábado","19 Apr 2025, 13:53","19 Apr 2025, 15:35","","Seated Calf Raise",,"",2,"failure",73.75,7,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Single Arm Lat Pulldown",,"",0,"normal",35,6,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Single Arm Lat Pulldown",,"",1,"failure",37.5,5,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",0,"normal",65,9,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",1,"normal",65,8,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",2,"failure",67.5,6,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",0,"normal",11.25,8,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",1,"failure",11.25,8,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",0,"normal",92.5,5,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",1,"failure",92.5,5,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Seated Cable Row - V Grip (Cable)",,"Começar 65kg triângulo no umbigo. Tentar não inclinar tanto",0,"normal",52.5,6,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Seated Cable Row - V Grip (Cable)",,"Começar 65kg triângulo no umbigo. Tentar não inclinar tanto",1,"failure",52.5,4,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Preacher Curl (Machine)",,"Fzr com 47.5/50. pino no 4",0,"normal",47.5,7,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Preacher Curl (Machine)",,"Fzr com 47.5/50. pino no 4",1,"failure",50,4,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",0,"normal",16.25,9,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",1,"failure",18,7,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Cable Crunch",,"",0,"failure",28,14,,,
"Upper - sexta-feira","18 Apr 2025, 10:24","18 Apr 2025, 12:29","","Cable Crunch",,"",1,"failure",29.25,14,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Squat (Barbell)",,"",0,"normal",140,6,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Squat (Barbell)",,"",1,"failure",145,4,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Leg Press (Machine)",,"",0,"normal",165,8,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Leg Press (Machine)",,"",1,"failure",170,7,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Lying Leg Curl (Machine)",,"",0,"normal",45,9,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Lying Leg Curl (Machine)",,"",1,"normal",45,8,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Lying Leg Curl (Machine)",,"",2,"failure",47.5,5,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Leg Extension (Machine)",,"",0,"normal",95,9,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Leg Extension (Machine)",,"",1,"normal",95,8,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Leg Extension (Machine)",,"",2,"failure",97.5,7,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Calf Extension (Machine)",,"",0,"normal",165,10,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Calf Extension (Machine)",,"",1,"normal",165,11,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Calf Extension (Machine)",,"",2,"failure",170,9,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Cable Crunch",,"",0,"failure",30,12,,,
"Leg day - quarta-feira","16 Apr 2025, 15:56","16 Apr 2025, 17:54","","Cable Crunch",,"",1,"failure",31.25,10,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Bench Press (Barbell)",,"",0,"normal",95,4,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Bench Press (Barbell)",,"",1,"failure",95,5,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Seated Chest Flys (Cable)",,"",0,"normal",11.25,9,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Seated Chest Flys (Cable)",,"",1,"failure",13,6,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Seated Shoulder Press (Machine)",,"",0,"normal",45,8,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Seated Shoulder Press (Machine)",,"",1,"failure",47.5,7,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,7,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Single Arm Lateral Raise (Cable)",,"",1,"failure",10,5,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Skullcrusher (Barbell)",,"",0,"normal",42.5,6,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Skullcrusher (Barbell)",,"",1,"normal",42.5,6,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Skullcrusher (Barbell)",,"",2,"failure",45,5,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Upright Row (Barbell)",,"",0,"normal",50,8,,,
"Push day - terça","15 Apr 2025, 17:33","15 Apr 2025, 19:12","","Upright Row (Barbell)",,"",1,"failure",50,8,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",60,7,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Seated Cable Row - Bar Wide Grip",,"",1,"failure",62.5,6,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Pull Up (Weighted)",,"",0,"normal",10,6,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Pull Up (Weighted)",,"",1,"failure",12.5,5,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","pull around Ilíaco",,"",0,"normal",30,9,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","pull around Ilíaco",,"",1,"failure",31.25,10,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",14,12,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Chest Supported Y Raise (Dumbbell)",,"",1,"failure",16,7,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Single Arm Curl (Cable)",,"",0,"normal",13,6,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Single Arm Curl (Cable)",,"",1,"failure",10,7,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Hammer Curl (Dumbbell)",,"",0,"normal",18,7,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Hammer Curl (Dumbbell)",,"",1,"failure",20,4,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Cable Crunch",,"",0,"failure",31.25,13,,,
"Pull day - segunda-feira","14 Apr 2025, 16:04","14 Apr 2025, 17:57","","Cable Crunch",,"",1,"failure",33,10,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Deadlift (Barbell)",,"Desempina bunda na hora de ""sentar""",0,"normal",180,6,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Deadlift (Barbell)",,"Desempina bunda na hora de ""sentar""",1,"failure",185,5,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Extensão Quadril Banco Romano",,"Abaixei un pino",0,"normal",40,9,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Extensão Quadril Banco Romano",,"Abaixei un pino",1,"failure",42.5,8,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Seated Leg Curl (Machine)",,"",0,"normal",55,10,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Seated Leg Curl (Machine)",,"",1,"failure",60,10,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Leg Extension (Machine)",,"",0,"normal",95,9,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Leg Extension (Machine)",,"",1,"normal",95,8,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Leg Extension (Machine)",,"",2,"failure",97.5,8,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Seated Calf Raise",,"",0,"normal",70,10,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Seated Calf Raise",,"",1,"normal",70,10,,,
"Legs sábado","12 Apr 2025, 14:05","12 Apr 2025, 15:55","","Seated Calf Raise",,"",2,"failure",75,9,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Single Arm Lat Pulldown",,"Começar próx 45kg pelo menos 4 reps",0,"normal",32.5,7,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Single Arm Lat Pulldown",,"Começar próx 45kg pelo menos 4 reps",1,"failure",35,6,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",0,"normal",65,8,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",1,"normal",65,8,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Chest Fly (Machine)",,"4 pino abaixo do banco, abduzir escapula (pra baixo)",2,"failure",67.5,6,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",0,"normal",11.25,8,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"Travar escapula fazer certinho. começar próx 1 ou 11.25",1,"failure",11.25,10,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",0,"normal",90,6,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Incline Chest Press (Machine)",,"Banco no 8, manter carga, começar 5reps. Não rotacionar ombro",1,"failure",92.5,5,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Seated Cable Row - V Grip (Cable)",,"Começar 65kg triângulo no umbigo. Tentar não inclinar tanto",0,"normal",50,7,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Seated Cable Row - V Grip (Cable)",,"Começar 65kg triângulo no umbigo. Tentar não inclinar tanto",1,"failure",52.5,5,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Preacher Curl (Machine)",,"Fzr com 47.5/50. pino no 4",0,"normal",45,6,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Preacher Curl (Machine)",,"Fzr com 47.5/50. pino no 4",1,"failure",47.5,5,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",0,"normal",13,9,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Triceps Rope Pushdown",,"Se sentir que ta pesado demais começa com 20",1,"failure",14.25,11,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Cable Crunch",,"",0,"failure",36.25,10,,,
"Upper - sexta-feira","11 Apr 2025, 19:23","11 Apr 2025, 21:39","","Cable Crunch",,"",1,"failure",30,10,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Squat (Barbell)",,"",0,"normal",140,5,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Squat (Barbell)",,"",1,"failure",140,5,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Leg Press (Machine)",,"Fazer 160, 165. Última 165 quadril ficou levemente instável",0,"normal",160,7,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Leg Press (Machine)",,"Fazer 160, 165. Última 165 quadril ficou levemente instável",1,"failure",165,6,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Lying Leg Curl (Machine)",,"Começar 42.5kg",0,"normal",52.5,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Lying Leg Curl (Machine)",,"Começar 42.5kg",1,"normal",52.5,6,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Lying Leg Curl (Machine)",,"Começar 42.5kg",2,"failure",40,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Leg Extension (Machine)",,"",0,"normal",100,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Leg Extension (Machine)",,"",1,"normal",100,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Leg Extension (Machine)",,"",2,"failure",80,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Calf Extension (Machine)",,"",0,"normal",190,10,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Calf Extension (Machine)",,"",1,"normal",190,10,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Calf Extension (Machine)",,"",2,"failure",190,8,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Cable Crunch",,"",0,"failure",36.25,10,,,
"Leg day - quarta-feira","9 Apr 2025, 17:13","9 Apr 2025, 19:09","","Cable Crunch",,"",1,"failure",36.25,7,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Bench Press (Barbell)",,"",0,"normal",95,5,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Bench Press (Barbell)",,"",1,"failure",95,4,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Seated Chest Flys (Cable)",,"",0,"normal",11.25,8,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Seated Chest Flys (Cable)",,"",1,"failure",13,7,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Seated Shoulder Press (Machine)",,"",0,"normal",55,6,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Seated Shoulder Press (Machine)",,"",1,"failure",57.5,5,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Single Arm Lateral Raise (Cable)",,"Travar escápula e fazer certinho. Começar 10kg",0,"normal",10,7,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Single Arm Lateral Raise (Cable)",,"Travar escápula e fazer certinho. Começar 10kg",1,"failure",10,6,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Skullcrusher (Barbell)",,"",0,"normal",42.5,5,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Skullcrusher (Barbell)",,"",1,"normal",42.5,5,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Skullcrusher (Barbell)",,"",2,"failure",42.5,5,,,
"Push day - terça","8 Apr 2025, 15:07","8 Apr 2025, 16:53","","Upright Row (Barbell)",,"",0,"normal",60,7,,,
